代码,名称,操作建议,大趋势,偏离度%,当前连跌,全2均涨,全2胜率%,全3均涨,全3胜率%,全4均涨,全4胜率%,全5均涨,全5胜率%,3年2均涨,3年2胜率%,3年3均涨,3年3胜率%,3年4均涨,3年4胜率%,3年5均涨,3年5胜率%,实时溢价率,参考净值
159636,港股通科技30ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.44,5,-0.01,54.05,0.08,52.08,0.01,43.48,0.62,72.73,0.32,46.75,-0.01,43.75,0.4,52.94,0.3,71.43,未知,未知
513380,恒生科技ETF广发,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.4,5,0.13,50.42,0.49,55.56,0.58,69.57,-0.07,40.0,0.33,48.68,0.42,48.57,0.35,55.56,0.53,50.0,未知,未知
159740,恒生科技ETF大成,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.33,5,-0.17,48.65,0.39,53.42,0.18,53.33,0.16,46.15,0.45,54.55,-0.53,42.11,-0.43,55.56,0.48,50.0,未知,未知
513010,恒生科技ETF易方达,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.31,5,-0.13,48.32,0.38,54.93,0.33,61.29,-0.83,30.0,-0.22,51.16,0.31,63.16,0.22,42.86,0.85,100.0,未知,未知
513260,恒生科技ETF基金,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.28,5,0.14,53.77,0.32,57.45,0.45,55.56,0.05,66.67,-0.2,48.84,0.32,57.5,-0.9,20.0,-0.18,75.0,未知,未知
159747,香港科技ETF南方,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.23,5,-0.21,47.68,0.48,58.11,0.19,53.33,0.27,61.54,-0.13,50.0,0.63,59.09,0.27,58.33,1.59,75.0,未知,未知
516600,消费服务ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.2,5,-0.14,40.79,0.11,50.65,0.49,56.0,-0.37,12.5,0.31,54.29,0.03,44.44,-0.16,30.0,-0.51,25.0,未知,未知
159741,恒生科技ETF嘉实,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.2,5,-0.16,46.53,0.48,56.76,0.16,54.84,-0.21,50.0,0.47,52.27,0.07,45.0,0.48,58.33,0.54,50.0,未知,未知
517030,沪港深300ETF易方达,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.12,5,-0.08,46.72,0.05,45.16,0.03,50.0,-0.75,50.0,0.25,59.62,0.03,50.0,0.02,50.0,-0.02,42.86,未知,未知
513980,港股科技50ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,-0.04,5,-0.18,51.75,0.19,47.54,-0.19,46.15,-0.44,50.0,0.58,57.45,1.35,58.82,0.95,80.0,-0.85,75.0,未知,未知
159750,港股科技50ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.01,5,-0.07,52.8,0.27,58.62,0.37,58.33,0.07,50.0,-0.06,40.62,0.33,56.25,0.33,73.33,0.11,25.0,未知,未知
159920,恒生ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.04,5,-0.09,49.08,0.07,50.83,0.07,47.5,0.33,60.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159751,港股通科技ETF鹏华,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.06,5,-0.16,52.0,0.36,53.7,0.32,56.52,0.04,50.0,0.12,45.9,-0.2,34.62,0.06,61.54,-0.73,50.0,未知,未知
513600,恒生指数ETF南方,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.07,5,0.01,51.38,-0.09,46.45,0.28,64.1,0.12,57.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
513210,恒生ETF易方达,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.12,5,-0.2,50.0,0.15,54.55,-0.02,30.0,0.03,50.0,-0.2,50.0,0.15,54.55,-0.02,30.0,0.03,50.0,未知,未知
513660,恒生ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.38,5,-0.06,52.85,0.08,51.41,0.35,58.21,0.17,57.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
513040,港股通互联网ETF易方达,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.57,5,0.17,54.12,-0.35,55.56,0.67,60.0,-0.06,40.0,0.17,54.12,-0.35,55.56,0.67,60.0,-0.06,40.0,未知,未知
513770,港股互联网ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.59,5,-0.04,50.0,0.23,48.21,0.11,48.0,-0.19,41.67,-0.36,43.55,0.39,44.83,0.61,42.86,1.89,57.14,未知,未知
159103,金融科技ETF汇添富,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.65,5,0.32,72.73,0.42,66.67,-0.11,0.0,0.0,0.0,0.32,72.73,0.42,66.67,-0.11,0.0,0.0,0.0,未知,未知
513330,恒生互联网ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.72,5,-0.12,47.27,-0.06,46.84,-0.16,43.24,0.66,61.11,0.42,51.35,0.19,61.11,0.42,53.85,-0.54,25.0,未知,未知
513120,港股创新药ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,0.74,5,0.11,49.56,0.16,59.26,-0.17,47.62,0.27,70.0,0.13,48.05,0.24,44.44,-0.06,50.0,1.41,71.43,未知,未知
512980,传媒ETF,🔴顺势 ⭐⭐⭐⭐⭐,多头,6.64,5,0.11,51.43,0.07,49.09,0.42,63.27,0.74,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159501,纳指ETF嘉实,🔴顺势 ⭐⭐⭐⭐,多头,-2.83,4,0.18,50.0,0.21,51.72,-0.28,33.33,0.33,62.5,0.18,50.0,0.21,51.72,-0.28,33.33,0.33,62.5,未知,未知
159513,纳斯达克100ETF大成,🔴顺势 ⭐⭐⭐⭐,多头,-2.33,4,0.16,46.67,0.13,51.72,-0.58,33.33,0.37,50.0,0.16,46.67,0.13,51.72,-0.58,33.33,0.37,50.0,未知,未知
159941,纳指ETF,🔴顺势 ⭐⭐⭐⭐,多头,-2.28,4,0.15,54.51,0.1,54.44,-0.31,45.95,0.92,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159632,纳斯达克ETF,🔴顺势 ⭐⭐⭐⭐,多头,-2.28,4,0.09,51.22,-0.04,38.46,0.19,59.09,0.29,50.0,0.22,57.14,0.05,47.62,-0.05,63.64,0.23,50.0,未知,未知
513870,纳指ETF富国,🔴顺势 ⭐⭐⭐⭐,多头,-2.22,4,0.26,47.06,-0.08,50.0,-0.61,30.0,0.66,57.14,0.26,47.06,-0.08,50.0,-0.61,30.0,0.66,57.14,未知,未知
513110,纳斯达克100ETF,🔴顺势 ⭐⭐⭐⭐,多头,-2.15,4,0.2,50.0,-0.09,39.29,-0.72,35.71,0.2,44.44,0.2,50.0,-0.09,39.29,-0.72,35.71,0.2,44.44,未知,未知
159659,纳斯达克100ETF,🔴顺势 ⭐⭐⭐⭐,多头,-2.02,4,0.23,51.52,0.19,55.56,-0.81,18.18,0.4,44.44,0.23,51.52,0.19,55.56,-0.81,18.18,0.4,44.44,未知,未知
159312,恒指港股通ETF广发,🔴顺势 ⭐⭐⭐⭐,多头,-1.73,4,-0.2,51.43,0.18,47.06,0.71,57.14,-0.39,50.0,-0.2,51.43,0.18,47.06,0.71,57.14,-0.39,50.0,未知,未知
159696,纳指ETF易方达,🔴顺势 ⭐⭐⭐⭐,多头,-1.7,4,0.15,48.21,-0.0,46.43,-0.43,30.77,0.63,66.67,0.15,48.21,-0.0,46.43,-0.43,30.77,0.63,66.67,未知,未知
159712,港股通50ETF,🔴顺势 ⭐⭐⭐⭐,多头,-1.54,4,-0.2,44.63,0.22,50.0,0.28,53.57,0.98,90.91,0.07,42.0,0.36,44.0,0.22,46.15,0.9,80.0,未知,未知
513730,东南亚科技ETF,🔴顺势 ⭐⭐⭐⭐,多头,-1.31,4,0.09,52.54,0.01,53.85,0.25,50.0,0.17,60.0,0.09,52.54,0.01,53.85,0.25,50.0,0.17,60.0,未知,未知
159612,标普500ETF,🔴顺势 ⭐⭐⭐⭐,多头,-1.26,4,0.07,56.38,0.49,55.0,0.25,62.5,0.14,40.0,-0.03,49.02,-0.16,58.33,-0.11,33.33,-0.25,33.33,未知,未知
159592,A50ETF基金,🔴顺势 ⭐⭐⭐⭐,多头,-0.96,4,-0.01,38.18,0.41,61.29,0.16,36.36,-1.57,40.0,-0.01,38.18,0.41,61.29,0.16,36.36,-1.57,40.0,未知,未知
159390,A50指数ETF,🔴顺势 ⭐⭐⭐⭐,多头,-0.79,4,0.05,52.17,0.5,70.0,0.08,50.0,0.0,0.0,0.05,52.17,0.5,70.0,0.08,50.0,0.0,0.0,未知,未知
512030,中证A50增强ETF易方达,🔴顺势 ⭐⭐⭐⭐,多头,-0.61,4,0.17,58.33,0.45,60.0,0.18,100.0,0.0,0.0,0.17,58.33,0.45,60.0,0.18,100.0,0.0,0.0,未知,未知
513550,港股通50ETF,🔴顺势 ⭐⭐⭐⭐,多头,-0.45,4,-0.06,50.0,0.05,45.71,0.35,54.05,0.37,69.23,-0.25,35.48,-0.2,35.29,-0.12,36.36,-0.68,0.0,未知,未知
159711,港股通50ETF华夏,🔴顺势 ⭐⭐⭐⭐,多头,-0.21,4,-0.22,40.87,0.17,49.23,0.39,53.57,0.08,50.0,-0.24,37.74,0.39,68.75,-1.05,18.75,0.58,85.71,未知,未知
159323,港股通汽车ETF,🔴顺势 ⭐⭐⭐⭐,多头,-0.2,4,-0.17,51.72,0.99,69.23,0.26,66.67,-2.56,0.0,-0.17,51.72,0.99,69.23,0.26,66.67,-2.56,0.0,未知,未知
513990,港股通ETF,🔴顺势 ⭐⭐⭐⭐,多头,-0.02,4,-0.1,50.0,0.2,48.68,-0.15,41.67,0.37,61.9,0.66,60.0,-0.04,36.36,-0.43,12.5,1.16,100.0,未知,未知
513300,纳斯达克ETF,🔴顺势 ⭐⭐⭐,多头,-2.22,3,0.12,54.29,0.22,55.0,0.1,48.15,0.41,58.33,0.26,57.89,-0.64,33.33,0.16,66.67,0.99,100.0,未知,未知
513100,纳指ETF,🔴顺势 ⭐⭐⭐,多头,-1.97,3,0.2,54.58,0.13,52.43,0.04,44.44,0.38,52.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159655,标普ETF,🔴顺势 ⭐⭐⭐,多头,-1.26,3,0.23,58.75,-0.09,46.67,0.25,56.25,-0.07,28.57,0.18,61.54,0.55,56.52,0.38,50.0,0.47,16.67,未知,未知
513650,标普500ETF南方,🔴顺势 ⭐⭐⭐,多头,-1.19,3,0.12,50.72,0.08,46.67,0.29,50.0,0.32,57.14,0.12,50.72,0.08,46.67,0.29,50.0,0.32,57.14,未知,未知
513400,道琼斯ETF,🔴顺势 ⭐⭐⭐,多头,-0.81,3,-0.23,39.58,0.32,54.55,0.03,37.5,0.43,75.0,-0.23,39.58,0.32,54.55,0.03,37.5,0.43,75.0,未知,未知
513880,日经225ETF,🔴顺势 ⭐⭐⭐,多头,-0.3,3,0.03,47.64,0.27,57.65,0.03,50.0,0.01,64.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
513800,日本东证指数ETF南方,🔴顺势 ⭐⭐⭐,多头,1.14,3,-0.01,52.91,0.4,66.67,0.25,60.0,-0.09,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159687,亚太精选ETF南方,🔴顺势 ⭐⭐⭐,多头,1.48,3,0.04,53.25,0.61,70.97,0.36,75.0,-0.05,50.0,0.04,48.65,-0.01,51.61,-0.18,37.5,0.57,100.0,未知,未知
562590,半导体设备ETF华夏,🔴顺势 ⭐⭐⭐,多头,10.8,3,0.03,48.53,1.1,66.67,-0.56,40.0,0.69,50.0,0.03,48.53,1.1,66.67,-0.56,40.0,0.69,50.0,未知,未知
159327,半导体设备ETF万家,🔴顺势 ⭐⭐⭐,多头,10.87,3,-0.06,54.55,1.34,78.95,-1.35,25.0,0.41,66.67,-0.06,54.55,1.34,78.95,-1.35,25.0,0.41,66.67,未知,未知
588710,科创半导体设备ETF,🔴顺势 ⭐⭐⭐,多头,10.89,3,0.71,66.67,-0.18,80.0,-0.07,0.0,2.13,100.0,0.71,66.67,-0.18,80.0,-0.07,0.0,2.13,100.0,未知,未知
159516,半导体设备ETF,🔴顺势 ⭐⭐⭐,多头,10.93,3,0.12,50.65,0.8,61.11,0.2,64.29,0.56,50.0,0.12,50.65,0.8,61.11,0.2,64.29,0.56,50.0,未知,未知
560780,半导体设备ETF广发,🔴顺势 ⭐⭐⭐,多头,10.97,3,0.13,48.44,1.0,68.97,-0.25,55.56,0.64,50.0,0.13,48.44,1.0,68.97,-0.25,55.56,0.64,50.0,未知,未知
588170,科创半导体ETF,🔴顺势 ⭐⭐⭐,多头,11.03,3,0.11,59.09,0.22,71.43,0.44,50.0,2.12,100.0,0.11,59.09,0.22,71.43,0.44,50.0,2.12,100.0,未知,未知
589020,科创半导体ETF鹏华,🔴顺势 ⭐⭐⭐,多头,11.04,3,0.45,61.54,-1.71,33.33,0.71,100.0,0.0,0.0,0.45,61.54,-1.71,33.33,0.71,100.0,0.0,0.0,未知,未知
159558,半导体设备ETF易方达,🔴顺势 ⭐⭐⭐,多头,11.07,3,-0.2,47.83,1.19,72.73,-0.62,33.33,1.6,75.0,-0.2,47.83,1.19,72.73,-0.62,33.33,1.6,75.0,未知,未知
562900,农业ETF易方达,🔴顺势 ⭐⭐,多头,-1.6,2,-0.19,42.37,-0.16,47.69,-0.43,45.16,0.06,35.29,0.28,59.26,-0.31,34.38,1.01,63.16,0.38,63.64,未知,未知
159865,养殖ETF,🔴顺势 ⭐⭐,多头,-0.91,2,-0.05,47.65,-0.33,42.25,-0.23,46.15,0.48,42.11,0.09,48.39,-0.02,47.37,0.08,46.15,-0.11,50.0,未知,未知
159867,畜牧ETF,🔴顺势 ⭐⭐,多头,-0.85,2,-0.09,45.89,-0.23,44.44,-0.28,41.03,-0.15,33.33,-0.02,50.0,0.24,68.42,0.15,50.0,-0.08,33.33,未知,未知
516760,养殖ETF,🔴顺势 ⭐⭐,多头,-0.52,2,-0.04,44.59,-0.17,38.46,-0.45,33.33,0.37,44.0,-0.05,52.94,0.04,47.62,0.02,57.14,0.24,60.0,未知,未知
560180,沪深300ESGETF南方,🔴顺势 ⭐⭐,多头,-0.3,2,-0.06,43.75,0.21,51.16,0.07,50.0,0.13,66.67,-0.06,43.75,0.21,51.16,0.07,50.0,0.13,66.67,未知,未知
562550,绿电ETF,🔴顺势 ⭐⭐,多头,1.51,2,0.03,38.46,0.1,52.17,-0.15,47.37,-0.47,40.0,0.03,38.46,0.1,52.17,-0.15,47.37,-0.47,40.0,未知,未知
159392,航空ETF,🔴顺势 ⭐⭐,多头,3.17,2,0.56,75.0,-0.0,40.0,2.18,100.0,0.0,0.0,0.56,75.0,-0.0,40.0,2.18,100.0,0.0,0.0,未知,未知
562970,光伏ETF易方达,🔴顺势 ⭐⭐,多头,3.85,2,0.02,54.29,0.52,68.75,-0.61,40.0,-3.01,0.0,0.02,54.29,0.52,68.75,-0.61,40.0,-3.01,0.0,未知,未知
517770,游戏传媒ETF浦银,🔴顺势 ⭐⭐,多头,4.48,2,0.05,54.4,0.33,48.15,-0.29,51.85,0.49,46.15,0.24,55.17,0.47,59.26,-0.01,46.15,0.19,57.14,未知,未知
516190,传媒ETF华夏,🔴顺势 ⭐⭐,多头,6.56,2,0.22,54.55,0.11,52.73,0.28,68.0,0.63,50.0,0.03,43.1,0.5,44.44,-0.44,33.33,0.09,33.33,未知,未知
560980,光伏龙头ETF广发,🔴顺势 ⭐⭐,多头,6.85,2,0.11,44.86,0.45,59.65,0.09,45.45,0.44,58.33,0.0,43.43,0.47,53.7,-1.17,19.05,0.53,50.0,未知,未知
159805,传媒ETF,🔴顺势 ⭐⭐,多头,7.38,2,0.09,55.93,0.11,51.35,0.32,66.67,1.09,72.73,-0.71,50.0,0.72,33.33,-0.22,0.0,0.6,100.0,未知,未知
561380,电网ETF,🔴顺势 ⭐⭐,多头,10.91,2,-0.11,40.74,0.5,66.67,0.78,50.0,-1.94,50.0,-0.11,40.74,0.5,66.67,0.78,50.0,-1.94,50.0,未知,未知
159320,电网ETF,🔴顺势 ⭐⭐,多头,10.92,2,-0.02,45.83,0.14,45.45,0.24,33.33,-0.92,75.0,-0.02,45.83,0.14,45.45,0.24,33.33,-0.92,75.0,未知,未知
159326,电网设备ETF,🔴顺势 ⭐⭐,多头,12.24,2,0.05,52.27,0.99,76.47,1.3,75.0,-4.98,0.0,0.05,52.27,0.99,76.47,1.3,75.0,-4.98,0.0,未知,未知
562050,药ETF,🔵反弹 ⚡⚡⚡⚡⚡⚡,空头,-0.68,6,-0.09,35.0,0.3,63.64,1.05,50.0,-1.24,0.0,-0.09,35.0,0.3,63.64,1.05,50.0,-1.24,0.0,未知,未知
513220,中概互联ETF,🔵反弹 ⚡⚡⚡⚡⚡,空头,-1.54,5,0.11,53.98,-0.18,48.0,0.42,61.54,0.75,62.5,0.29,52.5,0.01,45.45,0.42,47.37,-1.29,0.0,未知,未知
159529,标普消费ETF,🔵反弹 ⚡⚡⚡⚡⚡,空头,-1.13,5,0.34,50.94,0.37,59.09,-1.37,25.0,0.87,60.0,0.34,50.94,0.37,59.09,-1.37,25.0,0.87,60.0,未知,未知
520690,港股创新药ETF博时,🔵反弹 ⚡⚡⚡⚡⚡,空头,-0.89,5,-0.45,41.18,-0.43,22.22,1.57,83.33,0.0,0.0,-0.45,41.18,-0.43,22.22,1.57,83.33,0.0,0.0,未知,未知
159217,港股通创新药ETF工银,🔵反弹 ⚡⚡⚡⚡⚡,空头,-0.7,5,-0.43,48.0,0.22,41.67,1.32,85.71,0.0,0.0,-0.43,48.0,0.22,41.67,1.32,85.71,0.0,0.0,未知,未知
159316,港股通创新药ETF易方达,🔵反弹 ⚡⚡⚡⚡⚡,空头,-0.64,5,-0.98,39.13,-1.27,28.57,1.69,90.0,0.0,0.0,-0.98,39.13,-1.27,28.57,1.69,90.0,0.0,0.0,未知,未知
159297,港股通创新药ETF南方,🔵反弹 ⚡⚡⚡⚡⚡,空头,-0.61,5,-0.6,36.36,-1.63,0.0,1.91,83.33,0.0,0.0,-0.6,36.36,-1.63,0.0,1.91,83.33,0.0,0.0,未知,未知
159286,港股通创新药ETF鹏华,🔵反弹 ⚡⚡⚡⚡⚡,空头,-0.6,5,-0.55,46.15,-1.15,14.29,1.62,83.33,0.0,0.0,-0.55,46.15,-1.15,14.29,1.62,83.33,0.0,0.0,未知,未知
520560,香港大盘30ETF,🔵反弹 ⚡⚡⚡⚡⚡,空头,-0.54,5,0.38,70.0,-0.25,0.0,0.25,33.33,-1.57,0.0,0.38,70.0,-0.25,0.0,0.25,33.33,-1.57,0.0,未知,未知
513320,港股通新经济ETF易方达,🔵反弹 ⚡⚡⚡⚡⚡,空头,-0.53,5,-0.11,50.42,0.0,49.15,0.19,48.28,0.36,69.23,0.35,52.24,0.81,61.76,-0.46,26.32,-0.95,11.11,未知,未知
520880,港股通创新药ETF,🔵反弹 ⚡⚡⚡⚡⚡,空头,-0.51,5,-0.57,47.06,-0.48,11.11,1.69,85.71,0.0,0.0,-0.57,47.06,-0.48,11.11,1.69,85.71,0.0,0.0,未知,未知
159271,恒生ETF鹏华,🔵反弹 ⚡⚡⚡⚡⚡,空头,-0.17,5,0.3,66.67,-0.35,20.0,0.62,50.0,-1.36,0.0,0.3,66.67,-0.35,20.0,0.62,50.0,-1.36,0.0,未知,未知
159109,恒生50ETF,🔵反弹 ⚡⚡⚡⚡⚡,空头,0.18,5,0.47,72.73,-0.35,0.0,0.29,33.33,-1.68,0.0,0.47,72.73,-0.35,0.0,0.29,33.33,-1.68,0.0,未知,未知
159280,港股通互联网ETF汇添富,🔵反弹 ⚡⚡⚡⚡⚡,空头,0.41,5,-0.03,57.14,-0.43,33.33,0.63,50.0,-1.23,0.0,-0.03,57.14,-0.43,33.33,0.63,50.0,-1.23,0.0,未知,未知
159202,恒生互联网ETF万家,🔵反弹 ⚡⚡⚡⚡⚡,空头,0.5,5,0.29,57.69,0.18,66.67,0.82,50.0,0.0,0.0,0.29,57.69,0.18,66.67,0.82,50.0,0.0,0.0,未知,未知
159568,港股互联网ETF博时,🔵反弹 ⚡⚡⚡⚡⚡,空头,0.66,5,0.01,53.7,0.03,60.0,1.08,62.5,1.21,50.0,0.01,53.7,0.03,60.0,1.08,62.5,1.21,50.0,未知,未知
159792,港股通互联网ETF,🔵反弹 ⚡⚡⚡⚡⚡,空头,0.69,5,-0.09,52.55,0.24,50.77,-0.07,43.33,0.18,53.33,0.13,47.37,-0.3,47.83,-0.13,42.86,1.45,60.0,未知,未知
159239,港股通汽车ETF富国,🔵反弹 ⚡⚡⚡⚡,空头,-0.88,4,-0.19,44.44,-0.09,44.44,1.3,75.0,-2.34,0.0,-0.19,44.44,-0.09,44.44,1.3,75.0,-2.34,0.0,未知,未知
520720,香港汽车ETF,🔵反弹 ⚡⚡⚡⚡,空头,-0.16,4,-0.37,54.55,0.57,40.0,-0.1,0.0,2.59,100.0,-0.37,54.55,0.57,40.0,-0.1,0.0,2.59,100.0,未知,未知
159365,恒指ETF,🔵反弹 ⚡⚡⚡⚡,空头,-0.04,4,-0.19,40.0,0.07,44.44,0.82,75.0,-1.69,0.0,-0.19,40.0,0.07,44.44,0.82,75.0,-1.69,0.0,未知,未知
